Cast Vote Record,Precinct,Ballot Style,Rep. to Congress 1st Choice District 2,Rep. to Congress 2nd Choice District 2,Rep. to Congress 3rd Choice District 2,Rep. to Congress 4th Choice District 2,Rep. to Congress 5th Choice District 2
427,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce",undervote
429,Blue Hill,CAN Ballot Style 53,"Hoar, William R.S.",undervote,undervote,undervote,undervote
430,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce",undervote
431,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
433,Blue Hill,CAN Ballot Style 53,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
434,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce",undervote
436,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)","Hoar, William R.S.","Bond, Tiffany L.",undervote,undervote
437,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)","Hoar, William R.S.","Bond, Tiffany L.","REP Poliquin, Bruce",undervote
438,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
439,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
442,Blue Hill,CAN Ballot Style 53,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
443,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
444,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
445,Blue Hill,CAN Ballot Style 53,"Bond, Tiffany L.","Hoar, William R.S.","DEM Golden, Jared F.","REP Poliquin, Bruce",undervote
446,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)","Hoar, William R.S.",undervote,undervote,undervote
448,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce",undervote
451,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce",undervote
454,Blue Hill,CAN Ballot Style 53,undervote,undervote,undervote,undervote,undervote
459,Blue Hill,CAN Ballot Style 53,"REP Poliquin, Bruce (5931)","Bond, Tiffany L.","Hoar, William R.S.","DEM Golden, Jared F.",undervote
460,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)","DEM Golden, Jared F.","DEM Golden, Jared F.","DEM Golden, Jared F.","DEM Golden, Jared F."
462,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
465,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)","Hoar, William R.S.",undervote,undervote,undervote
466,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)","Hoar, William R.S.",undervote,undervote,undervote
467,Blue Hill,CAN Ballot Style 53,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
468,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
470,Blue Hill,CAN Ballot Style 53,"REP Poliquin, Bruce (5931)","Hoar, William R.S.","DEM Golden, Jared F.",undervote,undervote
471,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)","Hoar, William R.S.","Bond, Tiffany L.",undervote,undervote
472,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
475,Blue Hill,CAN Ballot Style 53,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
477,Blue Hill,CAN Ballot Style 53,"REP Poliquin, Bruce (5931)","Bond, Tiffany L.","Hoar, William R.S.","DEM Golden, Jared F.",undervote
478,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce",undervote
479,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce",undervote
482,Blue Hill,CAN Ballot Style 53,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
483,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
484,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
485,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote,"REP Poliquin, Bruce"
487,Blue Hill,CAN Ballot Style 53,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
488,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)","Hoar, William R.S.","Bond, Tiffany L.","REP Poliquin, Bruce",undervote
489,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)","Hoar, William R.S.","Bond, Tiffany L.",undervote,undervote
490,Blue Hill,CAN Ballot Style 53,overvote,undervote,undervote,undervote,undervote
492,Blue Hill,CAN Ballot Style 53,"Hoar, William R.S.","Bond, Tiffany L.",undervote,undervote,overvote
493,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)","Hoar, William R.S.",undervote,undervote,undervote
496,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)","REP Poliquin, Bruce","Hoar, William R.S.","Bond, Tiffany L.",undervote
497,Blue Hill,CAN Ballot Style 53,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
499,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.",undervote,undervote,undervote
501,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
505,Blue Hill,CAN Ballot Style 53,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
509,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.",undervote,undervote,undervote
511,Blue Hill,CAN Ballot Style 53,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
512,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
514,Blue Hill,CAN Ballot Style 53,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
517,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote,"REP Poliquin, Bruce"
518,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
520,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce",undervote
521,Blue Hill,CAN Ballot Style 53,"REP Poliquin, Bruce (5931)","Hoar, William R.S.","Bond, Tiffany L.",undervote,undervote
523,Blue Hill,CAN Ballot Style 53,"REP Poliquin, Bruce (5931)","REP Poliquin, Bruce","REP Poliquin, Bruce","REP Poliquin, Bruce","REP Poliquin, Bruce"
526,Blue Hill,CAN Ballot Style 53,"Bond, Tiffany L.",undervote,undervote,undervote,undervote
529,Blue Hill,CAN Ballot Style 53,"REP Poliquin, Bruce (5931)","Hoar, William R.S.","Bond, Tiffany L.","DEM Golden, Jared F.",undervote
530,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
531,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
534,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
535,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
536,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
537,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce",undervote
538,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
540,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
542,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
546,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
548,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
550,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
552,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)",undervote,"Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce"
553,Blue Hill,CAN Ballot Style 53,"REP Poliquin, Bruce (5931)","Hoar, William R.S.","Bond, Tiffany L.",undervote,undervote
556,Blue Hill,CAN Ballot Style 53,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
558,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
559,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote,"REP Poliquin, Bruce"
561,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote,"REP Poliquin, Bruce"
562,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
563,Blue Hill,CAN Ballot Style 53,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
564,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
566,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)","Hoar, William R.S.","Bond, Tiffany L.",undervote,undervote
568,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)","REP Poliquin, Bruce","Hoar, William R.S.","Bond, Tiffany L.",undervote
569,Blue Hill,CAN Ballot Style 53,"Bond, Tiffany L.","DEM Golden, Jared F.",undervote,undervote,undervote
570,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
572,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
573,Blue Hill,CAN Ballot Style 53,"REP Poliquin, Bruce (5931)","Hoar, William R.S.","Bond, Tiffany L.","DEM Golden, Jared F.",undervote
574,Blue Hill,CAN Ballot Style 53,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
579,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)","DEM Golden, Jared F.","DEM Golden, Jared F.","DEM Golden, Jared F.","DEM Golden, Jared F."
580,Blue Hill,CAN Ballot Style 53,"REP Poliquin, Bruce (5931)","DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote
581,Blue Hill,CAN Ballot Style 53,"REP Poliquin, Bruce (5931)","Hoar, William R.S.","Bond, Tiffany L.","DEM Golden, Jared F.",undervote
583,Blue Hill,CAN Ballot Style 53,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
584,Blue Hill,CAN Ballot Style 53,"REP Poliquin, Bruce (5931)",undervote,"Hoar, William R.S.","Bond, Tiffany L.","DEM Golden, Jared F."
585,Blue Hill,CAN Ballot Style 53,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
586,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce",undervote
591,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
592,Blue Hill,CAN Ballot Style 53,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
593,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
594,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
596,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
598,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)","Hoar, William R.S.","Bond, Tiffany L.","REP Poliquin, Bruce",undervote
600,Blue Hill,CAN Ballot Style 53,"REP Poliquin, Bruce (5931)","Bond, Tiffany L.","Hoar, William R.S.","DEM Golden, Jared F.",undervote
601,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)","REP Poliquin, Bruce",undervote,undervote,undervote
603,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
606,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
607,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce",undervote
608,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
609,Blue Hill,CAN Ballot Style 53,"REP Poliquin, Bruce (5931)","Bond, Tiffany L.","Hoar, William R.S.","DEM Golden, Jared F.",undervote
610,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
611,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
612,Blue Hill,CAN Ballot Style 53,"REP Poliquin, Bruce (5931)","Hoar, William R.S.","Bond, Tiffany L.","DEM Golden, Jared F.",undervote
613,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
616,Blue Hill,CAN Ballot Style 53,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
618,Blue Hill,CAN Ballot Style 53,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
621,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
625,Blue Hill,CAN Ballot Style 53,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
626,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
627,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
631,Blue Hill,CAN Ballot Style 53,"REP Poliquin, Bruce (5931)","DEM Golden, Jared F.","Bond, Tiffany L.",undervote,undervote
632,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
633,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
634,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
636,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
637,Blue Hill,CAN Ballot Style 53,"REP Poliquin, Bruce (5931)",undervote,"Hoar, William R.S.","Bond, Tiffany L.","DEM Golden, Jared F."
641,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
642,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
643,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
645,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
654,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
657,Blue Hill,CAN Ballot Style 53,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
659,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
660,Blue Hill,CAN Ballot Style 53,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
662,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote,"REP Poliquin, Bruce"
665,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)","Hoar, William R.S.","Bond, Tiffany L.",undervote,undervote
666,Blue Hill,CAN Ballot Style 53,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
667,Blue Hill,CAN Ballot Style 53,"Bond, Tiffany L.","DEM Golden, Jared F.",undervote,undervote,undervote
673,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
674,Blue Hill,CAN Ballot Style 53,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
676,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce",undervote
679,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.",undervote,undervote,undervote
680,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)","Hoar, William R.S.","Bond, Tiffany L.","REP Poliquin, Bruce",undervote
681,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
682,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
684,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
686,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote,"REP Poliquin, Bruce"
688,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
689,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce",undervote
693,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote,"REP Poliquin, Bruce"
694,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Bond, Tiffany L.",undervote,undervote
695,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
696,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)","Hoar, William R.S.",undervote,undervote,undervote
698,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)","Hoar, William R.S.","Bond, Tiffany L.",undervote,undervote
699,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
702,Blue Hill,CAN Ballot Style 53,"REP Poliquin, Bruce (5931)","REP Poliquin, Bruce","REP Poliquin, Bruce","REP Poliquin, Bruce","REP Poliquin, Bruce"
703,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
704,Blue Hill,CAN Ballot Style 53,"REP Poliquin, Bruce (5931)","Bond, Tiffany L.","Hoar, William R.S.","DEM Golden, Jared F.",undervote
709,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce",undervote
712,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.",undervote,undervote,undervote
713,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
715,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)","Hoar, William R.S.","Bond, Tiffany L.",undervote,undervote
716,Blue Hill,CAN Ballot Style 53,"REP Poliquin, Bruce (5931)","Bond, Tiffany L.","Hoar, William R.S.","DEM Golden, Jared F.",undervote
717,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)","Hoar, William R.S.","Bond, Tiffany L.",undervote,undervote
719,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
722,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)","Hoar, William R.S.","Bond, Tiffany L.",undervote,undervote
724,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
725,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce",undervote
727,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
